"","grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
"4225",10,0,"Native Hawaiian/Other Pacific Islander",1,1,1,0,1,1,0,1,1,0,0,1,1,0,261,27,1,1,1,1734,415.45
"4226",10,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,1,270,25,1,1,1,1734,462.7
"4227",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,255,36,1,1,1,1734,458.83
"4228",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,270,38,1,1,1,1734,625.52
"4229",11,1,"White",0,0,1,0,0,1,0,0,1,1,1,1,1,0,450,30,1,1,0,1317,474.56
"4231",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,90,30,1,1,0,1317,511.76
"4232",11,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,450,20,1,1,0,1317,451.31
"4235",9,1,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,375,28,1,1,0,1317,383.41
"4239",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,264,30,1,1,0,2402,474.48
"4240",10,0,"White",0,0,1,0,0,1,0,0,1,1,1,1,0,0,300,25,1,1,0,2402,491.48
"4241",10,0,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,0,0,315,25,1,1,0,2402,574.33
"4242",11,0,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,0,1,0,180,25,1,1,0,2402,489.09
"4243",10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,0,0,264,30,1,1,0,2402,314.95
"4245",11,0,"Asian",1,1,1,0,0,1,1,1,0,0,0,1,1,0,264,30,1,1,0,2402,475.83
"4246",9,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1471,627.36
"4247",10,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,270,27,1,1,0,1471,534.61
"4248",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,27,1,1,0,1471,614.21
"4249",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,270,22,1,1,0,1471,425.66
"4251",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,270,28,1,1,0,1471,607.22
"4252",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,27,1,1,0,1471,541.18
"4253",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,270,20,1,1,0,1471,535.88
"4256",9,0,"White",1,0,1,0,0,1,0,1,1,1,1,1,0,0,225,20,1,1,0,1471,441.67
"4257",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,270,25,1,1,0,1471,595.45
"4258",9,1,"White",0,0,0,0,1,0,0,1,1,1,1,1,1,0,135,22,1,1,0,1471,360.16
"4259",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,20,1,1,0,1471,419.27
"4260",10,0,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,0,270,27,1,1,0,1471,537.63
"4261",10,0,"White",0,1,1,0,1,0,0,1,1,1,1,1,0,0,450,25,1,1,0,1471,397.74
"4262",11,1,"Black",1,1,1,1,1,1,0,0,1,1,1,1,0,1,160,20,1,0,1,1212,675.94
"4264",11,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,180,23,1,0,1,1212,595.61
"4265",11,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,0,1,1212,581.74
"4266",11,1,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,1,160,20,1,0,1,1212,637.62
"4267",11,1,"More than one race",0,1,1,1,1,1,1,1,1,1,1,1,1,0,200,30,1,0,1,1212,615.49
"4268",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,20,1,0,1,1212,602.59
"4269",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,20,1,0,1,1212,510.39
"4270",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,160,20,1,0,1,1212,678.43
"4272",11,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,1,450,25,1,1,0,1387,474.4
"4273",11,1,"More than one race",1,0,1,1,1,1,0,0,1,1,1,1,1,0,90,20,1,1,0,1387,515.37
"4275",9,0,"White",0,1,0,1,0,1,0,1,1,1,1,1,1,0,400,26,1,1,0,1387,352.14
"4279",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,450,27,1,1,0,1387,597.13
"4280",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,30,1,1,0,1387,507.6
"4281",10,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,175,18,1,1,0,1387,541.84
"4283",10,0,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,0,90,28,1,1,0,1387,498.63
"4285",10,1,"White",1,1,1,0,0,1,1,0,1,1,1,1,1,1,450,30,1,1,0,1387,602.67
"4286",9,1,"Hispanic",0,0,0,0,0,0,0,1,1,1,1,0,0,0,215,20,1,1,1,1110,415.48
"4287",10,0,"More than one race",1,0,1,0,0,1,0,1,1,1,1,1,1,1,225,23,1,1,1,1110,462.08
"4288",10,0,"Asian",0,1,0,0,1,1,0,1,1,0,0,0,1,1,45,30,1,1,1,1110,583.31
"4290",10,1,"Asian",1,1,1,0,1,0,0,1,1,0,0,1,1,0,40,25,1,1,1,1110,399.84
"4291",10,0,"Hispanic",0,1,0,0,0,0,0,1,0,1,0,0,1,0,225,24,1,1,1,1110,387.41
"4294",10,1,"White",0,1,1,0,0,1,0,0,1,1,1,1,1,1,225,13,1,1,1,1062,672.33
"4295",9,0,"More than one race",0,0,1,0,0,1,0,1,1,1,1,1,0,0,225,20,1,1,1,1062,416.33
"4296",10,0,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,1,1,0,240,20,1,1,1,1062,609.92
"4297",10,0,"Black",1,1,0,0,1,0,0,0,1,1,1,1,1,1,90,20,1,1,1,1062,448.5
"4298",10,1,"American Indian/Alaska Native",1,0,1,0,0,1,0,1,1,1,1,1,1,0,450,20,1,1,1,1062,554.73
"4300",10,1,"White",0,1,0,0,1,1,0,1,1,1,1,1,1,0,450,20,1,1,1,1062,490.59
"4302",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,30,1,1,0,1692,501.34
"4303",11,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,275,24,1,1,0,1692,564.35
"4304",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,1692,477.21
"4305",10,0,"More than one race",1,0,1,0,1,1,0,0,1,1,1,1,1,0,275,24,1,1,0,1692,526.43
"4307",11,0,"Asian",1,1,1,0,1,1,1,1,1,0,0,1,1,0,275,40,1,1,0,1692,598.64
"4309",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,250,38,1,1,0,1692,588.24
"4311",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,250,30,1,1,0,1692,634.81
"4312",10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,1,275,28,0,1,0,1692,697.15
"4321",9,1,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,1,1,1,180,35,1,0,1,570,433.92
"4323",10,1,"Hispanic",1,1,1,1,0,1,1,0,1,1,1,1,1,0,270,24,1,0,1,570,413.39
"4324",10,0,"Hispanic",1,1,1,0,1,0,0,1,1,0,0,0,1,1,180,25,1,0,1,570,542.79
"4326",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,0,1,0,180,20,1,0,1,570,488.78
"4327",10,0,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,0,1,0,360,16,1,0,1,570,496.56
"4329",11,0,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,0,1,0,270,15,1,0,1,570,427.92
"4330",11,1,"Asian",1,1,1,1,0,1,1,0,0,0,0,0,1,0,260,25,1,0,1,570,480.81
"4331",9,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,19,1,1,1,539,424.51
"4332",10,0,"Black",0,1,1,0,1,0,0,1,1,1,1,1,1,1,275,20,1,1,1,539,471.14
"4334",10,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,20,1,1,1,539,472.41
"4335",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,0,1,50,18,1,1,1,539,506.57
"4336",11,1,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,0,0,275,15,1,1,1,539,463.9
"4337",10,1,"Hispanic",1,1,1,0,1,0,0,1,1,1,1,1,1,0,250,20,1,1,1,539,499.41
"4338",9,0,"Hispanic",0,0,1,0,0,0,0,1,1,1,1,1,0,0,45,15,1,1,1,539,298.91
"4341",10,1,"Hispanic",1,1,1,0,1,0,0,1,1,0,0,0,1,0,180,15,1,1,0,389,496.45
"4342",10,0,"White",1,1,1,1,1,1,1,0,1,1,1,1,1,0,270,20,1,1,0,389,565.67
"4344",10,0,"White",0,0,1,0,1,1,0,1,1,1,0,1,1,0,270,9,1,1,0,389,537.63
"4345",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,0,0,450,20,1,1,0,389,566.11
"4346",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,389,560.34
"4347",10,0,"White",1,0,1,1,1,1,1,1,1,1,1,1,1,0,180,14,1,1,0,389,379.55
"4348",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,0,270,20,1,1,0,389,533.02
"4349",10,1,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,540,20,1,1,0,389,542.14
"4351",10,0,"White",0,1,1,0,1,0,0,0,1,1,1,1,1,0,200,20,1,1,0,846,522.54
"4354",11,0,"White",0,0,1,0,1,1,0,1,0,0,0,0,1,1,200,23,1,1,0,846,393.92
"4356",10,0,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,200,22,1,1,0,846,537
"4358",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,240,13,0,1,0,846,496.21
"4360",9,1,"White",0,1,0,0,0,0,0,1,0,0,0,0,1,0,180,18,1,1,0,846,377.64
"4362",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,200,20,1,1,0,846,555.9
"4364",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,25,1,1,0,1411,497.09
"4365",11,0,"Black",1,1,1,0,1,1,0,1,1,0,0,1,1,1,55,30,1,1,0,1411,445.64
"4368",9,0,"More than one race",1,1,1,0,1,0,0,1,1,1,1,1,1,0,300,25,1,1,0,1411,477.42
"4370",11,1,"More than one race",1,1,1,1,1,1,1,1,1,0,0,1,1,0,550,21,1,1,0,1411,454.36
"4371",10,0,"White",0,1,1,0,1,1,1,1,1,1,1,1,0,1,90,30,1,1,0,1411,506.25
"4372",10,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,1411,408.86
"4373",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,30,1,1,0,1411,423.95
"4375",10,1,"White",1,1,1,0,1,0,0,1,1,1,1,1,1,0,600,30,1,1,0,1411,523.78
"4378",10,0,"Hispanic",0,1,1,1,0,1,1,1,1,0,0,0,1,1,250,30,1,1,1,1763,546.61
"4379",10,1,"Hispanic",0,0,0,0,0,1,0,1,1,1,0,1,1,0,255,30,1,1,1,1763,593.69
"4380",10,1,"Hispanic",1,1,1,0,0,1,1,1,0,0,0,0,1,0,300,20,1,1,1,1763,524.58
"4382",10,0,"Hispanic",1,1,0,0,1,1,0,1,1,0,0,0,1,0,275,35,1,1,1,1763,454.14
"4383",10,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,1,0,1,0,250,40,1,1,1,1763,429.03
"4384",10,1,"Asian",1,1,1,1,1,1,1,1,0,0,0,0,1,0,275,35,1,1,1,1763,528.43
"4386",10,0,"Hispanic",0,1,1,0,1,1,0,0,1,0,0,0,1,1,275,40,1,1,1,1763,489.09
"4388",11,1,"Hispanic",0,0,0,0,1,0,0,1,1,0,0,0,1,0,275,30,1,1,1,1763,574.53
"4389",10,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,1,1,120,20,1,1,1,1763,327.29
"4390",10,1,"Asian",1,1,1,1,1,1,0,1,1,0,0,1,1,1,200,20,1,0,1,398,608.2
"4391",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,200,27,1,0,1,398,467.09
"4393",11,1,"Hispanic",1,1,1,0,1,1,1,1,1,0,0,0,0,0,200,25,1,0,1,398,435.12
"4394",11,1,"Asian",0,1,1,0,0,0,0,1,1,0,0,1,1,0,200,25,1,0,1,398,531.56
"4395",10,1,"Hispanic",1,1,1,1,1,1,0,0,1,0,0,0,1,0,280,36,1,0,1,398,342.85
"4396",11,1,"Hispanic",1,1,1,0,1,1,0,1,0,0,0,0,1,0,200,30,1,0,1,398,303.24
"4397",11,0,"Hispanic",1,1,1,0,0,1,0,0,0,0,1,1,1,1,200,30,1,0,1,398,549.79
"4398",11,1,"Native Hawaiian/Other Pacific Islander",0,1,1,1,1,1,1,1,1,0,0,1,1,0,200,25,1,0,1,398,621.03
"4399",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,200,25,1,0,1,398,482.82
"4400",10,1,"More than one race",1,1,1,1,1,1,1,1,1,0,1,1,1,0,200,30,1,0,1,398,465.5
"4401",10,1,"Black",1,1,1,1,1,1,1,1,1,0,0,1,1,0,200,21,1,0,1,398,392.23
"4403",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,225,23,1,1,0,366,532.07
"4404",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,19,1,1,0,366,359.69
"4405",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,250,24,1,1,0,366,509.83
"4406",10,1,"White",1,1,1,0,0,0,0,1,1,1,1,1,1,0,225,30,1,1,0,366,560.9
"4408",10,1,"White",1,1,0,0,0,1,0,1,1,1,1,1,1,1,45,18,1,1,0,366,507.19
"4409",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,15,1,1,0,366,454.6
"4410",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,20,1,1,0,366,682.03
"4411",10,0,"White",1,0,0,0,0,1,0,1,1,1,1,1,0,1,225,25,1,1,0,366,543.35
"4412",11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,366,551.61
"4413",10,1,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,225,20,1,1,0,366,398.72
"4414",10,1,"Hispanic",0,1,0,0,1,1,0,0,1,0,1,1,1,1,261,40,1,1,1,2966,555.21
"4416",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,1,270,30,1,1,1,2966,594.25
"4417",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,285,30,1,1,1,2966,603.65
"4418",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,0,270,35,1,1,1,2966,673.79
"4419",11,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,1,720,30,1,1,1,2966,534.77
"4420",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,360,30,1,1,1,2966,638.6
"4421",10,0,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,1,180,25,1,1,1,2966,523.33
"4424",10,0,"White",0,1,1,1,1,1,1,0,1,1,1,1,1,1,270,32,1,1,1,2966,625.81
"4425",11,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2966,544.31
"4426",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2966,540.06
"4427",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,35,1,1,1,2966,554.41
"4428",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,1,2966,658.7
"4429",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,30,1,1,1,2966,454.2
"4432",10,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,1,1,1,0,240,36,1,1,0,1900,486.79
"4433",10,1,"Hispanic",1,1,0,0,0,0,0,1,1,0,1,0,1,0,300,30,1,1,0,1900,470.79
"4435",10,1,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,0,1,270,20,1,1,0,1900,480.17
"4438",9,0,"Hispanic",0,1,0,0,1,0,0,0,1,0,0,0,0,0,60,20,1,1,0,1900,414.5
"4440",10,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,0,1,1,1,245,22,1,1,0,1828,511.42
"4442",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,225,35,1,1,0,1828,601.98
"4443",10,1,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,652.53
"4444",10,1,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,235,25,1,1,0,1828,581.98
"4445",10,0,"White",1,1,1,0,0,1,1,0,1,1,1,1,1,0,235,25,1,1,0,1828,636.53
"4446",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,30,1,1,0,1828,581.42
"4460",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,250,20,1,1,0,754,475.59
"4462",10,1,"Hispanic",0,0,0,0,0,0,0,1,1,0,0,0,1,0,280,17,1,1,0,754,415.72
"4463",11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,0,1,250,30,1,1,0,754,605.55
"4470",10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,0,250,30,1,1,1,1392,511.73
"4471",10,1,"Black",0,1,1,0,1,1,0,1,1,1,1,1,1,0,275,25,1,1,1,1392,419.32
"4472",11,1,"Black",1,1,1,1,1,0,0,1,1,1,1,1,1,0,250,26,1,1,1,1392,434.4
"4473",10,1,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,0,385,15,1,1,1,1392,251.21
"4477",9,0,"White",0,0,1,0,1,1,0,0,1,1,1,1,1,0,225,30,1,1,0,1250,405.76
"4478",9,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,235,30,1,1,0,1250,448.19
"4479",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,18,1,1,0,1250,445.88
"4480",10,0,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,1,300,20,1,1,0,1250,339.35
"4481",10,0,"Native Hawaiian/Other Pacific Islander",0,1,1,0,0,1,0,1,1,0,0,1,1,0,300,30,1,1,1,3164,450.25
"4482",9,0,"Hispanic",1,0,0,0,0,0,0,0,0,0,0,0,1,0,250,30,1,1,1,3164,512.61
"4483",10,0,"White",0,1,1,0,0,1,0,1,1,0,0,1,1,0,250,30,1,1,1,3164,372.79
"4484",10,1,"White",1,0,0,0,1,0,0,1,1,0,0,1,1,0,285,21,1,1,1,3164,351.66
"4485",10,0,"Asian",0,1,1,0,0,1,0,1,1,0,0,0,1,0,250,30,1,1,1,3164,476.38
"4486",10,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,1,1,1,1,250,40,1,1,1,3164,559.38
"4488",11,1,"Hispanic",1,1,0,0,0,1,0,0,1,1,1,1,0,1,330,30,1,1,1,3164,565.87
"4490",11,0,"Hispanic",0,1,1,0,1,0,0,1,0,0,0,0,1,0,275,29,1,1,1,3164,518.41
"4492",10,0,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,1,1,1,56,35,1,1,1,3164,517.14
"4495",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,220,20,1,1,0,2098,675.3
"4496",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,45,20,1,1,0,2098,500.45
"4497",10,1,"Asian",1,1,1,1,0,1,1,1,1,0,0,1,1,1,215,20,1,1,0,2098,553.12
"4499",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,21,1,1,0,2098,547.27
"4501",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,220,16,1,1,0,2098,487.15
"4502",10,0,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,225,25,1,1,0,2098,611.35
"4503",10,0,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,0,220,20,1,1,0,2098,538.43
"4505",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,30,1,1,1,2255,490.76
"4508",10,0,"American Indian/Alaska Native",1,0,1,0,1,1,0,1,1,1,1,1,1,0,390,30,1,1,1,2255,377.88
"4509",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,25,1,1,1,2255,646.78
"4510",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,270,25,1,1,1,2255,457.79
"4511",10,1,"Black",1,1,0,0,1,0,0,1,1,1,1,1,1,0,300,32,1,1,1,2255,506.15
"4512",11,1,"More than one race",1,0,1,1,1,1,1,1,1,1,1,1,1,0,300,30,1,1,1,2255,347.74
"4513",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,30,1,1,1,2255,529.96
"4514",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,360,30,1,1,1,2255,515.07
"4516",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,300,40,1,1,1,2255,494.36
"4517",9,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,60,30,1,1,1,2255,462.16
"4518",10,1,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,1,2162,585.11
"4519",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,1,2162,500.93
"4521",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,1,2162,483.46
"4522",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,275,28,1,1,1,2162,594.57
"4523",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,300,20,1,1,1,2162,677.62
"4524",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,300,15,1,1,1,2162,514.8
"4525",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,275,30,1,1,1,2162,668.55
"4526",10,1,"Hispanic",0,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,1489,505.67
"4528",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,21,1,1,0,1489,611.89
"4529",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,270,20,1,1,0,1489,509.67
"4530",10,1,"Hispanic",1,0,0,0,1,1,0,1,1,0,0,0,1,0,270,30,1,1,0,1489,462.78
"4531",11,0,"Hispanic",1,0,1,0,0,1,0,1,0,0,0,0,1,0,270,20,1,1,0,1489,355.71
"4533",10,1,"Hispanic",1,0,1,0,0,1,0,1,1,0,0,1,1,0,180,15,1,1,0,1489,423.25
"4535",10,0,"White",0,1,1,0,1,1,0,0,1,1,1,1,1,0,540,30,1,1,0,1489,590.46
"4536",9,0,"White",0,0,1,0,1,1,0,0,1,1,1,1,1,0,225,9,1,0,0,120,530.4
"4537",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,15,1,0,0,120,572.66
"4539",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,30,1,1,0,2000,524.26
"4540",10,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,275,25,1,1,0,2000,482.9
"4541",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,24,1,1,0,2000,666.48
"4542",11,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,24,1,1,0,2000,609.05
"4543",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,28,1,1,0,2000,534.06
"4544",11,0,"Asian",1,1,1,1,1,1,1,1,0,0,0,1,1,0,250,20,1,1,0,2000,562.65
"4545",10,1,"White",0,1,0,0,1,0,0,1,0,0,0,0,1,0,300,24,1,1,0,2000,317.59
"4546",10,1,"White",0,1,1,0,0,1,0,1,0,0,0,0,1,1,300,14,1,1,0,2000,448.75
"4547",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,2000,622.55
"4548",11,1,"White",1,1,1,0,0,1,1,1,1,0,1,1,1,1,275,20,1,1,0,2000,535.41
"4550",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,30,1,1,0,2000,491.07
"4551",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,25,1,1,0,2000,581.16
"4552",10,0,"Asian",0,1,1,1,1,1,1,1,0,0,0,0,1,0,275,30,1,1,0,2000,662.83
"4553",11,0,"Asian",1,1,1,1,1,1,1,0,1,0,0,1,1,0,275,24,1,1,0,2000,736.23
"4554",9,1,"Hispanic",0,1,1,0,1,0,0,0,1,0,0,1,1,0,360,20,1,1,1,2886,376.44
"4555",11,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,360,30,1,1,1,2886,707.79
"4556",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,360,30,1,1,1,2886,640.03
"4557",9,1,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,0,1,0,360,16,1,1,1,2886,413.55
"4559",10,0,"Hispanic",0,1,1,1,1,0,0,1,1,0,0,0,1,1,360,30,1,1,1,2886,581.48
"4560",10,1,"Hispanic",1,1,1,0,1,1,1,1,0,0,0,0,1,1,360,25,1,1,1,2886,560.98
"4561",10,0,"Hispanic",0,1,1,1,0,1,0,1,0,0,0,0,1,1,120,30,1,1,1,2886,505.14
"4562",10,0,"Hispanic",1,1,1,0,1,1,1,1,0,0,0,0,1,0,270,22,1,1,1,2886,632.01
"4563",10,0,"Hispanic",0,0,0,1,0,0,1,1,0,0,0,0,1,0,15,30,1,1,1,2886,380.34
"4565",10,1,"Black",0,1,1,0,1,1,1,1,1,1,0,1,1,0,230,25,1,1,0,1897,600.26
"4568",9,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,225,25,1,1,0,1897,530.44
"4569",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,26,1,1,0,1897,611.59
"4570",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,28,1,1,0,1897,589.19
"4572",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,24,1,1,0,1897,645.48
"4574",10,0,"White",1,1,0,1,1,0,0,1,0,0,0,0,1,0,300,29,1,1,0,1897,644.24
"4578",10,1,"White",1,1,1,0,0,0,0,0,1,1,1,1,1,0,90,20,1,1,0,2569,541.18
"4579",11,1,"Hispanic",1,1,0,0,1,1,0,1,1,0,0,0,1,0,450,25,1,1,0,2569,514.4
"4580",10,1,"Hispanic",1,1,0,0,0,0,0,0,1,0,0,0,1,0,450,25,1,1,0,2569,420.69
"4584",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,172,25,1,1,0,887,564.96
"4585",10,0,"White",1,1,1,0,1,1,0,0,1,1,1,1,0,0,420,30,1,1,0,887,511.57
"4586",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,180,20,1,1,0,887,554.79
"4587",10,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,0,180,20,1,1,0,887,500.69
"4588",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,240,24,1,1,0,887,499.42
